iter	MultiClass
705	0.06563810596
706	0.06561734987
707	0.06557848111
708	0.06551857664
709	0.06549770065
710	0.06546329568
711	0.06543920226
712	0.06540423666
713	0.06537835572
714	0.06535084999
715	0.06531874769
716	0.06526378877
717	0.06523275867
718	0.06521374588
719	0.06517382025
720	0.06513593195
721	0.06510964881
722	0.06507494977
723	0.06504721224
724	0.06501810983
725	0.06499096597
726	0.06496733899
727	0.06494487964
728	0.064918307
729	0.06488751968
730	0.06485880298
731	0.06481608626
732	0.06479197005
733	0.06475435135
734	0.06472378699
735	0.06466619068
736	0.0646485932
737	0.06461715527
738	0.06458383722
739	0.06455423398
740	0.06453407859
741	0.06451051094
742	0.06448759202
743	0.06445044282
744	0.06442613789
745	0.06439100447
746	0.06435477481
747	0.06431418814
748	0.06428742502
749	0.0642525858
750	0.06423361621
751	0.06419862697
752	0.06418236197
753	0.06413454064
754	0.06410260155
755	0.06407738279
756	0.064046731
757	0.06403172321
758	0.06399851825
759	0.06397698552
760	0.06395200013
761	0.06393681985
762	0.06390637583
763	0.06388211471
764	0.06384628203
765	0.06381513421
766	0.06379017162
767	0.06375491461
768	0.06373149317
769	0.06370757151
770	0.06368612486
771	0.06365931217
772	0.06363765444
773	0.06361420721
774	0.06358829053
775	0.06356996853
776	0.06355099707
777	0.06352134293
778	0.06346856178
779	0.06344984782
780	0.06342924682
781	0.06340390585
782	0.06337456505
783	0.06334506095
784	0.06331919343
785	0.06330180542
786	0.06328076933
787	0.06325852107
788	0.06322513889
789	0.06318921403
790	0.06316879623
791	0.06314447396
792	0.0631190043
793	0.06310050177
794	0.06306966162
795	0.06303657261
796	0.06301850581
797	0.06299689882
798	0.06297758481
799	0.06295647471
800	0.06293637001
801	0.06291702087
802	0.06288949901
803	0.06287320689
804	0.0628587056
805	0.06283255384
806	0.06281192701
807	0.0627951349
808	0.0627732164
809	0.06274626995
810	0.06273514429
811	0.06271923939
812	0.06270015274
813	0.06267417229
814	0.06264779612
815	0.06263350364
816	0.06259671184
817	0.0625757883
818	0.06256569044
819	0.06254350821
820	0.06252451775
821	0.06248910908
822	0.06246691793
823	0.0624543346
824	0.06242872925
825	0.06241100672
826	0.06239619114
827	0.06237059021
828	0.06235119157
829	0.06232994471
830	0.06231277137
831	0.06229833131
832	0.06227970092
833	0.06226100218
834	0.06224405978
835	0.06221147151
836	0.06217238034
837	0.06214655912
838	0.06211762777
839	0.06209730047
840	0.0620749096
841	0.0620570992
842	0.06203724503
843	0.06200254115
844	0.06199050698
845	0.0619807611
846	0.06196776984
847	0.06195806819
848	0.06193212909
849	0.06191534524
850	0.06189710349
851	0.06188368335
852	0.06186266803
853	0.06184764755
854	0.06182906455
855	0.06181185528
856	0.06178326728
857	0.06176662574
858	0.06173379246
859	0.06171739499
860	0.06169615355
861	0.06167070967
862	0.06165504087
863	0.06163642446
864	0.06161641109
865	0.0615896059
866	0.06156293662
867	0.06154723526
868	0.06153126665
869	0.06150947459
870	0.06149808973
871	0.06148173698
872	0.06145878053
873	0.06144235054
874	0.0614223921
875	0.0613982901
876	0.06137006043
877	0.06134597907
878	0.06132696975
879	0.06131032588
880	0.06129234216
881	0.06127554741
882	0.06124383292
883	0.06122138731
884	0.06120679884
885	0.06118987376
886	0.06117470251
887	0.0611623807
888	0.061145016
889	0.06113364448
890	0.06111587621
891	0.06109819391
892	0.0610866963
893	0.06107162179
894	0.06105779365
895	0.06103404261
896	0.06101426728
897	0.06099236854
898	0.06098442362
899	0.06096658711
900	0.0609447645
901	0.06092643403
902	0.06091370823
903	0.06089357117
904	0.06086159306
905	0.06084357316
906	0.06082190355
907	0.06081052762
908	0.06079259073
909	0.06078066228
910	0.06076146451
911	0.06072275253
912	0.06071161869
913	0.0606982598
914	0.06067378797
915	0.0606611011
916	0.06062933968
917	0.06061044869
918	0.06059661217
919	0.06057497967
920	0.06056546024
921	0.06055498749
922	0.06054296381
923	0.06052702392
924	0.06051509429
925	0.06050166941
926	0.06049197688
927	0.06047936036
928	0.06046625475
929	0.06045571521
930	0.0604368609
931	0.0604211585
932	0.06040608748
933	0.06039009654
934	0.06036736518
935	0.0603529142
936	0.0603398444
937	0.06032952599
938	0.0603157553
939	0.06030129305
940	0.06028873907
941	0.06027089088
942	0.06025910119
943	0.06023976416
944	0.06021401994
945	0.06019432117
946	0.06018475488
947	0.06017632054
948	0.06015908353
949	0.06014355905
950	0.06013367445
951	0.06011424757
952	0.06010167619
953	0.06008826791
954	0.06007496191
955	0.06005459281
956	0.06003982114
957	0.0600164929
958	0.06000272088
959	0.05999164138
960	0.05997808623
961	0.05996355711
962	0.05994673492
963	0.05993257912
964	0.0599215088
965	0.05990680419
966	0.05989855117
967	0.05988580318
968	0.05987113615
969	0.05986120598
970	0.05984475071
971	0.0598316079
972	0.05981584523
973	0.05978913384
974	0.05976579851
975	0.05974646343
976	0.05972742423
977	0.05970626178
978	0.05969955536
979	0.05968644953
980	0.05966944591
981	0.0596557673
982	0.05963464034
983	0.05960988952
984	0.05959151881
985	0.0595779241
986	0.0595653897
987	0.05955187073
988	0.05954139921
989	0.05952520679
990	0.0595068335
991	0.05947826283
992	0.05945265923
993	0.05943985338
994	0.05943010638
995	0.05941771831
996	0.05940741453
997	0.05939484757
998	0.05937506887
999	0.05935971068
